station_id_25,time,PM25_Concentration_25,PM10_Concentration_25,NO2_Concentration_25,CO_Concentration_25,O3_Concentration_25,SO2_Concentration_25
1026.0,2014-05-01 00:00:00,77.0,108.4,70.8,0.9,86.1,7.6
1026.0,2014-05-01 01:00:00,70.0,145.4,70.3,0.9,91.4,6.7
1026.0,2014-05-01 02:00:00,71.0,134.2,69.3,0.8,86.7,3.6
1026.0,2014-05-01 03:00:00,74.0,123.1,66.7,0.8,75.4,2.3
1026.0,2014-05-01 04:00:00,73.0,99.5,67.2,0.8,65.8,2.0
1026.0,2014-05-01 05:00:00,76.0,117.9,66.9,0.8,60.3,3.7
1026.0,2014-05-01 06:00:00,81.0,114.1,66.7,0.8,49.7,2.5
1026.0,2014-05-01 07:00:00,87.0,106.9,68.4,0.8,38.4,2.0
1026.0,2014-05-01 08:00:00,94.0,139.3,68.7,0.9,37.0,2.2
1026.0,2014-05-01 09:00:00,101.0,146.1,70.8,0.9,34.2,2.0
1026.0,2014-05-01 10:00:00,132.0,256.4,71.7,1.0,39.2,2.0
1026.0,2014-05-01 11:00:00,143.0,184.3,71.6,1.3,64.1,2.1
1026.0,2014-05-01 12:00:00,142.0,201.3,76.0,1.4,71.9,7.1
1026.0,2014-05-01 13:00:00,132.0,164.0,70.4,1.2,70.6,8.0
1026.0,2014-05-01 14:00:00,127.0,183.3,61.0,1.1,90.3,10.9
1026.0,2014-05-01 15:00:00,110.0,202.8,49.5,0.9,109.4,8.1
1026.0,2014-05-01 16:00:00,114.0,222.2,52.3,1.0,123.9,9.4
1026.0,2014-05-01 17:00:00,100.0,155.1,54.1,1.0,143.6,2.8
1026.0,2014-05-01 18:00:00,99.0,141.8,54.5,1.1,164.0,14.6
1026.0,2014-05-01 19:00:00,101.0,295.1,47.8,1.0,150.3,15.4
1026.0,2014-05-01 20:00:00,76.0,190.7,34.7,0.7,96.7,9.2
1026.0,2014-05-01 21:00:00,66.0,128.1,45.1,0.8,69.4,5.0
1026.0,2014-05-01 22:00:00,60.0,133.0,46.8,0.8,59.3,2.8
1026.0,2014-05-01 23:00:00,50.0,63.7,39.3,0.7,64.2,4.2
1026.0,2014-05-02 00:00:00,44.0,86.6,31.6,0.6,60.0,7.6
1026.0,2014-05-02 01:00:00,42.0,128.1,31.3,0.5,54.2,4.7
1026.0,2014-05-02 02:00:00,30.0,70.3,28.2,0.5,55.6,4.9
1026.0,2014-05-02 03:00:00,26.0,64.4,26.2,0.4,57.3,2.0
1026.0,2014-05-02 04:00:00,28.0,58.4,24.1,0.4,59.5,2.0
1026.0,2014-05-02 05:00:00,25.0,30.5,22.8,0.4,62.4,2.0
1026.0,2014-05-02 06:00:00,22.0,75.5,20.8,0.3,68.0,2.2
1026.0,2014-05-02 07:00:00,20.0,46.1,19.1,0.3,69.4,2.0
1026.0,2014-05-02 08:00:00,16.0,16.7,18.4,0.3,73.3,2.0
1026.0,2014-05-02 09:00:00,18.0,151.3,21.6,0.3,73.7,2.0
1026.0,2014-05-02 10:00:00,18.0,52.7,26.7,0.3,65.9,2.4
1026.0,2014-05-02 11:00:00,24.0,75.7,20.4,0.3,73.4,2.0
1026.0,2014-05-02 12:00:00,22.0,46.3,19.5,0.3,73.8,2.0
1026.0,2014-05-02 13:00:00,18.0,29.3,18.8,0.3,77.5,2.0
1026.0,2014-05-02 14:00:00,15.0,21.8,21.7,0.3,72.9,2.0
1026.0,2014-05-02 15:00:00,18.0,30.9,25.5,0.3,69.0,2.5
1026.0,2014-05-02 16:00:00,14.0,40.0,29.0,0.4,65.3,2.0
1026.0,2014-05-02 17:00:00,14.0,21.8,24.0,0.3,71.3,2.0
1026.0,2014-05-02 18:00:00,19.0,34.5,32.6,0.4,69.9,2.0
1026.0,2014-05-02 19:00:00,19.0,100.6,33.4,0.4,66.0,2.0
1026.0,2014-05-02 20:00:00,13.0,48.5,39.7,0.4,63.2,2.6
1026.0,2014-05-02 21:00:00,26.0,50.2,45.2,0.4,58.6,2.5
1026.0,2014-05-02 22:00:00,12.0,51.9,36.7,0.4,58.7,2.1
1026.0,2014-05-02 23:00:00,16.0,34.3,48.9,0.4,43.1,3.8
1026.0,2014-05-03 00:00:00,21.0,44.3,52.8,0.5,25.9,4.7
1026.0,2014-05-03 01:00:00,27.0,50.5,59.4,0.5,10.4,4.4
1026.0,2014-05-03 02:00:00,21.0,42.6,53.9,0.7,25.8,4.8
1026.0,2014-05-03 03:00:00,20.0,29.9,44.8,0.3,3.5,3.4
1026.0,2014-05-03 04:00:00,9.0,32.6,37.8,0.4,2.6,2.0
1026.0,2014-05-03 05:00:00,9.0,12.8,49.9,0.4,4.6,2.0
1026.0,2014-05-03 06:00:00,11.0,14.6,48.8,0.2,6.5,2.0
1026.0,2014-05-03 07:00:00,11.0,20.8,47.6,0.4,31.1,2.0
1026.0,2014-05-03 08:00:00,17.0,34.7,47.4,0.4,26.5,2.0
1026.0,2014-05-03 09:00:00,24.0,69.2,53.2,0.4,32.0,2.0
1026.0,2014-05-03 10:00:00,45.0,103.3,53.5,0.5,39.5,2.0
1026.0,2014-05-03 11:00:00,52.0,89.1,54.7,0.5,39.1,2.0
1026.0,2014-05-03 12:00:00,57.0,97.7,56.2,0.6,45.0,4.7
1026.0,2014-05-03 13:00:00,61.0,102.0,47.5,0.6,56.2,7.9
1026.0,2014-05-03 14:00:00,63.0,118.8,38.5,0.7,73.0,6.6
1026.0,2014-05-03 15:00:00,52.0,69.5,39.5,0.6,76.9,5.1
1026.0,2014-05-03 16:00:00,44.0,155.1,31.5,0.4,86.5,3.1
1026.0,2014-05-03 17:00:00,42.0,96.0,35.0,0.4,78.1,2.0
1026.0,2014-05-03 18:00:00,32.0,46.7,25.5,0.3,79.6,2.0
1026.0,2014-05-03 19:00:00,30.0,154.9,20.7,0.3,80.9,2.0
1026.0,2014-05-03 20:00:00,48.0,391.4,18.5,0.2,76.0,2.0
1026.0,2014-05-03 21:00:00,47.0,288.2,17.0,0.2,74.3,2.0
1026.0,2014-05-03 22:00:00,27.0,180.0,17.2,0.2,69.8,2.0
1026.0,2014-05-03 23:00:00,22.0,105.7,16.9,0.2,69.0,2.0
1026.0,2014-05-04 00:00:00,29.0,117.6,16.5,0.2,70.3,2.0
1026.0,2014-05-04 01:00:00,25.0,100.7,18.7,0.3,67.7,2.0
1026.0,2014-05-04 02:00:00,18.0,44.0,19.7,0.3,64.6,2.0
1026.0,2014-05-04 03:00:00,19.0,27.2,20.6,0.3,65.6,2.0
1026.0,2014-05-04 04:00:00,22.0,45.2,26.0,0.3,64.6,2.0
1026.0,2014-05-04 05:00:00,22.0,45.4,30.6,0.3,58.6,2.0
1026.0,2014-05-04 06:00:00,26.0,45.5,29.4,0.3,58.0,2.0
1026.0,2014-05-04 07:00:00,27.0,45.7,36.2,0.3,50.0,2.0
1026.0,2014-05-04 08:00:00,30.0,33.7,36.1,0.4,53.1,2.0
1026.0,2014-05-04 09:00:00,35.0,81.4,28.3,0.4,57.5,2.0
1026.0,2014-05-04 10:00:00,25.0,100.1,21.1,0.3,67.5,2.0
1026.0,2014-05-04 11:00:00,31.0,201.0,18.6,0.3,74.2,2.0
1026.0,2014-05-04 12:00:00,34.0,302.0,16.0,0.3,80.9,2.1
1026.0,2014-05-04 13:00:00,33.0,204.7,13.1,0.3,83.0,3.1
1026.0,2014-05-04 14:00:00,31.0,81.4,14.3,0.3,82.7,2.0
1026.0,2014-05-04 15:00:00,52.0,76.2,11.4,0.2,84.4,2.0
1026.0,2014-05-04 16:00:00,34.0,138.6,11.4,0.2,83.1,2.0
1026.0,2014-05-04 17:00:00,25.0,94.7,14.1,0.3,79.9,2.0
1026.0,2014-05-04 18:00:00,29.0,101.7,14.6,0.2,77.3,2.0
1026.0,2014-05-04 19:00:00,18.0,64.2,18.6,0.3,73.1,2.0
1026.0,2014-05-04 20:00:00,22.0,51.0,25.5,0.3,65.0,2.0
1026.0,2014-05-04 21:00:00,22.0,80.4,32.6,0.3,54.9,2.0
1026.0,2014-05-04 22:00:00,27.0,37.6,35.2,0.3,51.2,2.2
1026.0,2014-05-04 23:00:00,21.0,32.8,39.1,0.4,43.9,2.1
1026.0,2014-05-05 00:00:00,46.0,66.1,48.6,0.5,22.4,4.9
1026.0,2014-05-05 01:00:00,34.0,36.7,57.1,0.5,23.9,3.9
1026.0,2014-05-05 02:00:00,23.0,68.7,57.6,0.5,33.0,2.0
1026.0,2014-05-05 03:00:00,21.0,55.0,55.6,0.5,31.7,2.0
1026.0,2014-05-05 04:00:00,20.0,41.4,54.2,0.5,39.2,2.0
1026.0,2014-05-05 05:00:00,24.0,29.2,57.9,0.5,37.2,2.0
1026.0,2014-05-05 06:00:00,19.0,70.6,57.8,0.6,37.0,2.0
1026.0,2014-05-05 07:00:00,22.0,46.5,57.5,0.5,36.3,2.2
1026.0,2014-05-05 08:00:00,15.0,31.5,47.9,0.5,44.9,2.0
1026.0,2014-05-05 09:00:00,19.0,32.6,43.4,0.4,53.1,2.0
1026.0,2014-05-05 10:00:00,17.0,33.8,27.7,0.3,65.3,2.0
1026.0,2014-05-05 11:00:00,15.0,43.3,26.3,0.3,68.1,2.0
1026.0,2014-05-05 12:00:00,16.0,31.8,29.5,0.4,66.8,2.0
1026.0,2014-05-05 13:00:00,14.0,52.6,23.3,0.3,71.0,2.0
1026.0,2014-05-05 14:00:00,16.0,28.8,22.3,0.3,73.2,2.0
1026.0,2014-05-05 15:00:00,11.0,16.0,23.6,0.3,73.8,2.0
1026.0,2014-05-05 16:00:00,14.0,15.0,27.3,0.3,72.6,2.0
1026.0,2014-05-05 17:00:00,11.0,14.0,29.5,0.3,73.1,2.0
1026.0,2014-05-05 18:00:00,18.0,24.8,33.0,0.4,70.5,2.0
1026.0,2014-05-05 19:00:00,25.0,35.7,33.9,0.4,75.1,2.0
1026.0,2014-05-05 20:00:00,24.0,60.0,38.9,0.4,69.0,2.0
1026.0,2014-05-05 21:00:00,30.0,67.0,44.5,0.4,63.3,2.0
1026.0,2014-05-05 22:00:00,33.0,46.8,46.3,0.4,59.6,2.0
1026.0,2014-05-05 23:00:00,34.0,47.0,46.3,0.5,58.8,2.0
1026.0,2014-05-06 00:00:00,31.0,51.1,45.7,0.5,57.6,2.0
1026.0,2014-05-06 01:00:00,25.0,55.2,44.2,0.5,59.9,2.0
1026.0,2014-05-06 02:00:00,27.0,59.3,42.3,0.5,47.2,2.0
1026.0,2014-05-06 03:00:00,26.0,63.4,38.5,0.3,2.0,2.0
1026.0,2014-05-06 04:00:00,27.0,67.5,37.1,0.4,8.5,2.0
1026.0,2014-05-06 05:00:00,27.0,71.6,41.3,0.4,10.8,5.0
1026.0,2014-05-06 06:00:00,36.0,75.7,45.2,0.3,13.0,7.7
1026.0,2014-05-06 07:00:00,36.0,79.8,49.2,0.6,54.2,10.0
1026.0,2014-05-06 08:00:00,42.0,83.9,53.8,0.6,52.0,10.1
1026.0,2014-05-06 09:00:00,51.0,88.0,57.6,0.7,50.4,6.7
1026.0,2014-05-06 10:00:00,53.0,138.0,61.2,0.7,51.8,3.8
1026.0,2014-05-06 11:00:00,60.0,75.1,59.9,0.8,54.2,16.3
1026.0,2014-05-06 12:00:00,60.0,74.7,59.4,0.8,55.0,16.1
1026.0,2014-05-06 13:00:00,60.0,74.4,59.0,0.8,55.8,15.9
1026.0,2014-05-06 14:00:00,60.0,74.0,58.5,0.8,56.6,15.6
1026.0,2014-05-06 15:00:00,60.0,73.6,58.1,0.8,57.5,15.4
1026.0,2014-05-06 17:00:00,60.0,73.2,57.6,0.8,58.3,15.2
1026.0,2014-05-06 18:00:00,60.0,72.9,57.2,0.8,59.1,15.0
1026.0,2014-05-06 19:00:00,60.0,72.5,56.7,0.8,59.9,14.7
1026.0,2014-05-06 20:00:00,60.0,72.1,56.3,0.8,60.7,14.5
1026.0,2014-05-06 21:00:00,60.0,71.7,55.8,0.8,61.6,14.3
1026.0,2014-05-06 22:00:00,60.0,71.4,55.4,0.8,62.4,14.1
1026.0,2014-05-06 23:00:00,60.0,71.0,54.9,0.8,63.2,13.8
1026.0,2014-05-07 00:00:00,60.0,70.6,54.5,0.8,64.0,13.6
1026.0,2014-05-07 01:00:00,60.0,70.2,54.0,0.9,64.8,13.4
1026.0,2014-05-07 02:00:00,60.0,69.9,53.6,0.9,65.6,13.2
1026.0,2014-05-07 03:00:00,60.0,69.5,53.1,0.9,66.4,13.0
1026.0,2014-05-07 04:00:00,60.0,69.1,52.7,0.9,67.3,12.7
1026.0,2014-05-07 05:00:00,60.0,68.7,52.2,0.9,68.1,12.5
1026.0,2014-05-07 06:00:00,60.0,68.4,51.8,0.9,68.9,12.3
1026.0,2014-05-07 07:00:00,60.0,68.0,51.3,0.9,69.7,12.1
1026.0,2014-05-07 08:00:00,60.0,67.6,50.9,0.9,70.5,11.8
1026.0,2014-05-07 09:00:00,60.0,67.3,50.4,0.9,71.4,11.6
1026.0,2014-05-07 10:00:00,60.0,66.9,50.0,0.9,72.2,11.4
1026.0,2014-05-07 11:00:00,60.0,66.5,49.5,0.9,73.0,11.2
1026.0,2014-05-07 13:00:00,60.0,66.1,49.0,0.9,73.8,11.0
1026.0,2014-05-07 14:00:00,60.0,65.8,48.6,0.9,74.6,10.7
1026.0,2014-05-07 15:00:00,60.0,65.4,48.1,0.9,75.4,10.5
1026.0,2014-05-07 16:00:00,60.0,65.0,47.7,0.9,76.2,10.3
1026.0,2014-05-07 17:00:00,60.0,64.6,47.2,0.9,77.1,10.1
1026.0,2014-05-07 18:00:00,60.0,64.3,46.8,0.9,77.9,9.8
1026.0,2014-05-07 19:00:00,60.0,63.9,46.3,0.9,78.7,9.6
1026.0,2014-05-07 20:00:00,60.0,63.5,45.9,0.9,79.5,9.4
1026.0,2014-05-07 21:00:00,60.0,63.1,45.4,0.9,80.3,9.2
1026.0,2014-05-07 22:00:00,60.0,62.8,45.0,0.9,81.2,8.9
1026.0,2014-05-07 23:00:00,60.0,62.4,44.5,0.9,82.0,8.7
1026.0,2014-05-08 00:00:00,60.0,62.0,44.1,0.9,82.8,8.5
1026.0,2014-05-08 01:00:00,60.0,61.6,43.6,1.0,83.6,8.3
1026.0,2014-05-08 02:00:00,60.0,61.3,43.2,1.0,84.4,8.1
1026.0,2014-05-08 03:00:00,60.0,60.9,42.7,1.0,85.2,7.8
1026.0,2014-05-08 04:00:00,60.0,60.5,42.3,1.0,86.1,7.6
1026.0,2014-05-08 05:00:00,60.0,60.1,41.8,1.0,86.9,7.4
