station_id_20,time,PM25_Concentration_20,PM10_Concentration_20,NO2_Concentration_20,CO_Concentration_20,O3_Concentration_20,SO2_Concentration_20
1021.0,2014-05-01 00:00:00,96.0,151.0,108.7,0.1,65.2,13.0
1021.0,2014-05-01 01:00:00,101.0,160.5,102.2,0.1,57.9,10.8
1021.0,2014-05-01 02:00:00,100.0,158.7,106.0,0.2,43.8,8.9
1021.0,2014-05-01 03:00:00,109.0,159.7,76.0,0.1,56.2,6.1
1021.0,2014-05-01 04:00:00,113.0,155.3,71.5,0.1,55.8,5.5
1021.0,2014-05-01 05:00:00,119.0,155.1,87.1,0.3,52.5,3.6
1021.0,2014-05-01 06:00:00,127.0,163.2,102.7,0.4,19.8,3.7
1021.0,2014-05-01 07:00:00,135.0,172.5,108.4,0.6,11.3,3.4
1021.0,2014-05-01 08:00:00,149.0,192.1,113.5,0.4,8.2,3.5
1021.0,2014-05-01 09:00:00,162.0,199.1,111.9,0.6,9.7,5.4
1021.0,2014-05-01 10:00:00,180.0,218.9,113.7,0.5,17.7,16.2
1021.0,2014-05-01 11:00:00,191.0,228.0,114.9,0.5,31.2,26.7
1021.0,2014-05-01 12:00:00,186.0,209.3,110.5,0.5,53.1,32.3
1021.0,2014-05-01 13:00:00,189.0,211.2,106.1,0.5,69.6,46.1
1021.0,2014-05-01 14:00:00,182.0,198.2,102.5,0.5,80.0,45.0
1021.0,2014-05-01 15:00:00,200.0,197.4,104.3,0.5,91.2,46.5
1021.0,2014-05-01 16:00:00,183.0,196.7,108.8,0.5,95.2,41.5
1021.0,2014-05-01 17:00:00,212.0,200.7,103.4,0.6,104.6,36.3
1021.0,2014-05-01 18:00:00,204.0,204.7,113.5,0.5,98.8,34.1
1021.0,2014-05-01 19:00:00,196.0,195.0,83.9,0.2,62.0,25.0
1021.0,2014-05-01 20:00:00,134.0,185.2,65.4,0.1,28.4,4.7
1021.0,2014-05-01 21:00:00,153.0,164.1,54.2,0.1,41.6,10.2
1021.0,2014-05-01 22:00:00,92.0,149.4,49.8,0.1,47.0,7.3
1021.0,2014-05-01 23:00:00,63.0,88.0,47.0,0.1,47.3,5.5
1021.0,2014-05-02 00:00:00,59.0,87.3,48.1,0.1,41.3,2.9
1021.0,2014-05-02 01:00:00,49.0,86.7,45.6,0.1,44.3,4.4
1021.0,2014-05-02 02:00:00,38.0,86.0,43.9,0.1,45.2,4.1
1021.0,2014-05-02 03:00:00,32.0,85.4,42.9,0.1,44.2,3.7
1021.0,2014-05-02 04:00:00,33.0,84.7,42.5,0.1,45.7,3.6
1021.0,2014-05-02 05:00:00,30.0,84.1,43.2,0.1,46.1,3.7
1021.0,2014-05-02 06:00:00,28.0,83.4,43.8,0.1,46.7,4.3
1021.0,2014-05-02 07:00:00,26.0,82.7,45.8,0.1,55.0,4.8
1021.0,2014-05-02 08:00:00,18.0,82.1,46.6,0.1,65.4,4.2
1021.0,2014-05-02 09:00:00,29.0,81.4,45.6,0.1,58.6,5.1
1021.0,2014-05-02 10:00:00,40.0,80.8,44.4,0.1,54.9,3.3
1021.0,2014-05-02 11:00:00,43.0,80.1,46.2,0.1,57.7,3.7
1021.0,2014-05-02 12:00:00,31.0,79.4,46.9,0.1,61.2,3.9
1021.0,2014-05-02 13:00:00,35.0,78.8,46.1,0.1,64.7,2.5
1021.0,2014-05-02 14:00:00,28.0,78.1,43.7,0.1,68.0,2.7
1021.0,2014-05-02 15:00:00,22.0,77.5,48.1,0.1,66.2,4.3
