station_id_9,time,PM25_Concentration_9,PM10_Concentration_9,NO2_Concentration_9,CO_Concentration_9,O3_Concentration_9,SO2_Concentration_9
1010.0,2014-05-01 00:00:00,87.0,141.9,47.5,0.7,113.8,16.1
1010.0,2014-05-01 01:00:00,94.0,122.4,46.9,0.7,96.1,16.9
1010.0,2014-05-01 02:00:00,109.0,155.1,68.6,0.8,70.2,14.2
1010.0,2014-05-01 03:00:00,111.0,152.8,36.3,0.7,98.3,16.2
1010.0,2014-05-01 04:00:00,114.0,132.5,27.8,0.7,99.6,17.4
1010.0,2014-05-01 05:00:00,121.0,129.6,28.6,0.7,84.5,18.4
1010.0,2014-05-01 06:00:00,113.0,126.7,38.0,0.7,60.4,15.0
1010.0,2014-05-01 07:00:00,135.0,138.0,57.2,0.8,35.6,11.8
1010.0,2014-05-01 08:00:00,148.0,155.3,74.7,1.0,21.6,12.4
1010.0,2014-05-01 09:00:00,163.0,181.6,86.2,1.1,16.1,20.7
1010.0,2014-05-01 10:00:00,175.0,191.5,76.7,1.1,32.2,31.8
1010.0,2014-05-01 11:00:00,173.0,201.0,79.3,1.1,50.7,41.2
1010.0,2014-05-01 12:00:00,156.0,161.7,55.4,0.9,94.5,38.2
1010.0,2014-05-01 13:00:00,152.0,175.5,45.7,0.9,123.0,39.8
1010.0,2014-05-01 14:00:00,164.0,173.6,43.7,1.0,133.2,38.8
1010.0,2014-05-01 15:00:00,164.0,171.8,47.0,0.9,145.9,40.6
1010.0,2014-05-01 16:00:00,161.0,169.9,47.6,1.0,155.2,38.1
1010.0,2014-05-01 17:00:00,172.0,162.6,37.1,1.1,169.8,39.2
1010.0,2014-05-01 18:00:00,153.0,155.4,34.7,0.9,170.1,35.0
1010.0,2014-05-01 19:00:00,174.0,154.2,33.8,0.7,107.0,22.0
1010.0,2014-05-01 20:00:00,101.0,152.9,53.9,0.6,32.7,9.3
1010.0,2014-05-01 21:00:00,119.0,151.7,36.7,0.5,45.6,6.8
1010.0,2014-05-01 22:00:00,99.0,150.4,24.2,0.3,55.4,3.9
1010.0,2014-05-01 23:00:00,51.0,149.2,25.3,0.3,54.2,2.9
1010.0,2014-05-02 00:00:00,44.0,147.9,22.1,0.3,52.9,3.7
1010.0,2014-05-02 01:00:00,125.0,146.7,18.2,0.3,56.4,5.0
1010.0,2014-05-02 02:00:00,56.0,145.4,15.6,0.3,56.1,5.7
1010.0,2014-05-02 03:00:00,46.0,144.2,13.0,0.3,50.3,5.7
1010.0,2014-05-02 04:00:00,36.0,142.9,12.7,0.3,52.4,5.7
1010.0,2014-05-02 05:00:00,27.0,141.7,12.8,0.3,52.4,5.7
1010.0,2014-05-02 06:00:00,27.0,140.4,12.4,0.3,52.5,5.0
1010.0,2014-05-02 07:00:00,20.0,139.2,12.0,0.3,77.3,3.1
1010.0,2014-05-02 08:00:00,9.0,138.0,18.9,0.2,80.9,2.0
1010.0,2014-05-02 09:00:00,18.0,136.7,17.0,0.2,76.7,4.0
1010.0,2014-05-02 10:00:00,31.0,135.5,23.6,0.2,67.0,2.8
1010.0,2014-05-02 11:00:00,46.0,134.2,21.5,0.3,73.8,3.2
1010.0,2014-05-02 12:00:00,28.0,133.0,21.8,0.3,81.3,4.2
1010.0,2014-05-02 13:00:00,24.0,131.7,22.6,0.2,84.3,2.5
1010.0,2014-05-02 14:00:00,25.0,130.5,22.5,0.2,88.4,2.8
1010.0,2014-05-02 15:00:00,35.0,129.2,22.3,0.2,88.1,3.4
