station_id_30,time,PM25_Concentration_30,PM10_Concentration_30,NO2_Concentration_30,CO_Concentration_30,O3_Concentration_30,SO2_Concentration_30
1031.0,2014-05-01 00:00:00,97.0,134.2,105.4,0.9,104.0,16.0
1031.0,2014-05-01 01:00:00,97.0,131.8,58.0,0.9,130.6,12.3
1031.0,2014-05-01 02:00:00,103.0,137.2,129.5,0.9,62.1,14.1
1031.0,2014-05-01 03:00:00,107.0,137.7,122.8,0.8,59.7,12.4
1031.0,2014-05-01 04:00:00,111.0,142.0,145.2,0.8,30.7,11.7
1031.0,2014-05-01 05:00:00,119.0,141.0,152.3,0.8,3.7,11.0
1031.0,2014-05-01 06:00:00,115.0,140.1,126.5,0.8,2.2,9.4
1031.0,2014-05-01 07:00:00,120.0,142.8,100.7,0.8,39.0,7.5
1031.0,2014-05-01 08:00:00,125.0,137.2,99.5,0.9,29.9,8.6
1031.0,2014-05-01 09:00:00,136.0,158.8,64.6,0.9,67.3,13.1
1031.0,2014-05-01 10:00:00,144.0,161.2,50.0,0.9,95.5,15.6
1031.0,2014-05-01 11:00:00,147.0,166.1,42.1,0.9,131.8,16.2
1031.0,2014-05-01 12:00:00,158.0,176.7,41.2,1.0,154.5,16.0
1031.0,2014-05-01 13:00:00,170.0,194.0,40.6,1.0,181.7,17.3
1031.0,2014-05-01 14:00:00,189.0,212.8,54.6,1.1,200.6,17.4
1031.0,2014-05-01 15:00:00,210.0,241.6,56.9,1.2,195.2,22.1
1031.0,2014-05-01 16:00:00,213.0,235.6,44.9,1.6,202.5,39.0
1031.0,2014-05-01 17:00:00,194.0,266.4,36.7,1.5,191.2,35.0
1031.0,2014-05-01 18:00:00,82.0,158.0,34.2,0.7,92.2,11.0
1031.0,2014-05-01 19:00:00,140.0,237.0,37.9,0.6,66.2,10.0
1031.0,2014-05-01 20:00:00,94.0,574.0,42.2,0.6,54.9,12.4
1031.0,2014-05-01 21:00:00,65.0,316.3,41.2,0.6,55.5,10.5
1031.0,2014-05-01 22:00:00,48.0,156.9,30.4,0.5,62.2,7.6
1031.0,2014-05-01 23:00:00,41.0,183.2,29.5,0.5,59.8,8.9
1031.0,2014-05-02 00:00:00,38.0,48.1,36.7,0.4,54.0,9.3
1031.0,2014-05-02 01:00:00,37.0,40.2,38.1,0.4,46.5,8.5
1031.0,2014-05-02 02:00:00,25.0,34.7,37.5,0.5,43.8,10.3
1031.0,2014-05-02 03:00:00,25.0,31.7,27.9,0.5,53.3,10.2
1031.0,2014-05-02 04:00:00,22.0,30.8,22.2,0.4,62.8,7.9
1031.0,2014-05-02 05:00:00,35.0,24.2,18.3,0.4,74.3,5.6
1031.0,2014-05-02 06:00:00,15.0,17.5,15.5,0.3,96.3,2.0
1031.0,2014-05-02 07:00:00,11.0,18.8,15.4,0.2,103.6,2.0
1031.0,2014-05-02 08:00:00,14.0,31.9,24.5,0.3,83.2,2.9
1031.0,2014-05-02 09:00:00,36.0,51.1,27.5,0.3,71.1,4.6
1031.0,2014-05-02 10:00:00,25.0,54.0,26.8,0.4,72.1,9.3
1031.0,2014-05-02 11:00:00,27.0,55.3,25.5,0.4,78.0,7.0
1031.0,2014-05-02 12:00:00,41.0,55.9,25.9,0.4,84.2,7.0
1031.0,2014-05-02 13:00:00,74.0,51.9,24.8,0.4,89.2,6.5
1031.0,2014-05-02 14:00:00,51.0,47.9,20.6,0.3,94.4,2.5
1031.0,2014-05-02 15:00:00,12.0,43.9,31.4,0.3,82.8,2.0
1031.0,2014-05-02 16:00:00,47.0,64.3,31.7,0.3,87.2,4.0
1031.0,2014-05-02 17:00:00,29.0,37.2,39.2,0.3,81.9,2.2
1031.0,2014-05-02 18:00:00,34.0,260.6,44.9,0.3,69.3,3.4
1031.0,2014-05-02 19:00:00,8.0,45.8,37.8,0.3,81.5,2.7
1031.0,2014-05-02 20:00:00,11.0,24.6,50.1,0.3,71.4,3.8
1031.0,2014-05-02 21:00:00,10.0,23.8,41.4,0.3,74.4,5.6
1031.0,2014-05-02 22:00:00,15.0,36.6,51.3,0.4,60.9,12.5
1031.0,2014-05-02 23:00:00,13.0,25.2,44.6,0.4,61.6,8.5
1031.0,2014-05-03 00:00:00,12.0,19.8,66.1,0.3,36.4,5.8
1031.0,2014-05-03 01:00:00,16.0,20.1,99.2,0.3,26.2,8.4
1031.0,2014-05-03 02:00:00,6.0,13.0,56.7,0.3,38.7,2.6
1031.0,2014-05-03 03:00:00,4.0,7.8,24.1,0.2,67.4,2.0
1031.0,2014-05-03 04:00:00,7.0,8.4,15.6,0.2,78.9,2.0
1031.0,2014-05-03 05:00:00,9.0,12.8,17.2,0.2,72.6,2.0
1031.0,2014-05-03 06:00:00,10.0,14.0,13.3,0.2,76.3,2.0
1031.0,2014-05-03 07:00:00,6.0,10.6,18.0,0.2,72.7,2.0
1031.0,2014-05-03 08:00:00,9.0,14.3,19.7,0.3,70.8,3.0
1031.0,2014-05-03 09:00:00,14.0,27.5,41.1,0.3,61.8,5.1
1031.0,2014-05-03 10:00:00,16.0,28.3,32.8,0.3,71.3,3.7
1031.0,2014-05-03 11:00:00,22.0,29.2,32.2,0.4,72.5,3.7
1031.0,2014-05-03 12:00:00,31.0,39.4,32.9,0.4,75.5,4.2
1031.0,2014-05-03 13:00:00,45.0,65.0,54.4,0.4,65.5,5.2
1031.0,2014-05-03 14:00:00,52.0,104.5,72.7,0.5,65.6,7.6
1031.0,2014-05-03 15:00:00,48.0,69.9,45.6,0.4,79.2,8.0
1031.0,2014-05-03 16:00:00,36.0,104.8,23.1,0.3,98.4,5.1
1031.0,2014-05-03 17:00:00,50.0,145.3,27.2,0.3,97.6,2.7
1031.0,2014-05-03 18:00:00,18.0,361.4,24.6,0.3,88.1,2.0
1031.0,2014-05-03 19:00:00,37.0,598.2,17.9,0.3,91.4,2.0
1031.0,2014-05-03 20:00:00,21.0,435.8,15.8,0.3,88.9,2.0
1031.0,2014-05-03 21:00:00,12.0,279.0,15.3,0.2,86.6,2.0
1031.0,2014-05-03 22:00:00,21.0,157.8,18.0,0.3,86.4,2.0
1031.0,2014-05-03 23:00:00,23.0,125.4,19.1,0.3,84.9,2.0
1031.0,2014-05-04 00:00:00,21.0,80.5,21.0,0.3,81.6,2.0
1031.0,2014-05-04 01:00:00,20.0,47.1,17.2,0.3,86.1,2.0
1031.0,2014-05-04 02:00:00,21.0,27.0,20.1,0.3,82.0,2.0
1031.0,2014-05-04 03:00:00,22.0,29.1,18.5,0.3,80.6,2.0
1031.0,2014-05-04 04:00:00,30.0,48.4,45.4,0.3,61.1,3.8
1031.0,2014-05-04 05:00:00,37.0,59.3,56.7,0.4,47.2,10.6
1031.0,2014-05-04 06:00:00,39.0,58.9,56.8,0.4,26.1,12.5
1031.0,2014-05-04 07:00:00,44.0,57.5,56.9,0.4,43.6,18.1
1031.0,2014-05-04 08:00:00,41.0,58.8,45.0,0.5,50.8,22.0
1031.0,2014-05-04 09:00:00,38.0,57.4,37.2,0.5,60.5,23.1
1031.0,2014-05-04 10:00:00,26.0,40.4,24.3,0.3,77.9,6.4
1031.0,2014-05-04 11:00:00,10.0,41.6,19.3,0.2,88.4,2.0
1031.0,2014-05-04 12:00:00,15.0,107.8,16.0,0.2,93.3,2.0
1031.0,2014-05-04 13:00:00,7.0,67.7,17.8,0.2,91.6,2.0
1031.0,2014-05-04 14:00:00,15.0,51.6,14.6,0.2,92.0,2.0
1031.0,2014-05-04 15:00:00,8.0,34.7,16.9,0.2,89.4,2.0
1031.0,2014-05-04 16:00:00,11.0,38.6,14.8,0.2,90.3,2.0
1031.0,2014-05-04 17:00:00,12.0,41.0,18.7,0.2,86.0,2.0
1031.0,2014-05-04 18:00:00,13.0,53.5,26.5,0.2,81.5,2.0
1031.0,2014-05-04 19:00:00,12.0,44.8,28.3,0.2,77.2,2.0
1031.0,2014-05-04 20:00:00,11.0,29.2,20.1,0.2,84.3,2.0
1031.0,2014-05-04 21:00:00,12.0,28.6,23.0,0.2,81.7,2.0
1031.0,2014-05-04 22:00:00,14.0,35.9,33.3,0.3,72.8,2.0
1031.0,2014-05-04 23:00:00,12.0,36.7,38.7,0.3,65.4,2.8
1031.0,2014-05-05 00:00:00,14.0,26.9,67.2,0.3,22.2,2.0
1031.0,2014-05-05 01:00:00,12.0,24.0,74.0,0.3,15.4,2.0
1031.0,2014-05-05 02:00:00,8.0,21.1,50.4,0.3,35.0,2.0
1031.0,2014-05-05 03:00:00,8.0,26.1,30.1,0.3,54.0,2.0
1031.0,2014-05-05 04:00:00,9.0,37.7,44.9,0.3,41.0,2.0
1031.0,2014-05-05 05:00:00,11.0,48.6,85.2,0.3,13.6,4.3
