station_id_33,time,PM25_Concentration_33,PM10_Concentration_33,NO2_Concentration_33,CO_Concentration_33,O3_Concentration_33,SO2_Concentration_33
1034.0,2014-05-01 00:00:00,94.0,153.0,66.5,0.6,64.2,13.4
1034.0,2014-05-01 01:00:00,101.0,147.9,63.5,0.7,58.1,12.3
1034.0,2014-05-01 02:00:00,112.0,154.5,66.1,0.9,56.4,17.4
1034.0,2014-05-01 03:00:00,120.0,153.2,54.2,1.2,61.3,20.2
1034.0,2014-05-01 04:00:00,125.0,160.6,42.2,1.0,78.6,20.8
1034.0,2014-05-01 05:00:00,131.0,160.0,38.3,1.0,74.7,19.4
1034.0,2014-05-01 06:00:00,139.0,161.0,43.9,1.1,49.3,13.5
1034.0,2014-05-01 07:00:00,155.0,172.1,53.1,1.2,38.3,13.2
1034.0,2014-05-01 08:00:00,167.0,187.5,55.6,2.0,24.8,21.2
1034.0,2014-05-01 09:00:00,180.0,237.5,66.1,2.0,37.0,58.3
1034.0,2014-05-01 10:00:00,149.0,189.5,36.8,1.0,104.4,69.2
1034.0,2014-05-01 11:00:00,135.0,163.8,20.7,0.7,145.9,60.2
1034.0,2014-05-01 12:00:00,123.0,157.8,17.7,0.7,176.6,46.5
1034.0,2014-05-01 13:00:00,125.0,146.4,14.0,0.7,203.2,41.4
1034.0,2014-05-01 14:00:00,126.0,149.1,14.3,0.8,229.5,38.0
1034.0,2014-05-01 15:00:00,118.0,149.2,13.3,0.7,239.5,33.9
1034.0,2014-05-01 16:00:00,110.0,149.2,12.6,0.7,241.9,31.2
1034.0,2014-05-01 17:00:00,108.0,146.4,14.7,0.7,239.9,29.8
1034.0,2014-05-01 18:00:00,102.0,142.9,15.2,0.7,223.2,26.1
1034.0,2014-05-01 19:00:00,109.0,175.5,19.7,0.7,211.7,23.9
1034.0,2014-05-01 20:00:00,121.0,324.8,22.5,0.5,123.1,16.4
1034.0,2014-05-01 21:00:00,90.0,252.7,19.1,0.4,64.7,6.4
1034.0,2014-05-01 22:00:00,72.0,167.9,16.0,0.4,68.8,5.9
1034.0,2014-05-01 23:00:00,43.0,120.0,9.1,0.3,78.5,6.4
1034.0,2014-05-02 00:00:00,53.0,91.5,11.8,0.3,73.6,5.5
1034.0,2014-05-02 01:00:00,36.0,66.1,10.4,0.3,74.0,3.9
1034.0,2014-05-02 02:00:00,32.0,48.5,12.5,0.3,71.4,4.2
1034.0,2014-05-02 03:00:00,30.0,47.8,8.2,0.3,77.2,3.4
1034.0,2014-05-02 04:00:00,25.0,40.9,8.7,0.3,78.5,2.6
1034.0,2014-05-02 05:00:00,24.0,30.6,11.8,0.3,73.2,3.0
1034.0,2014-05-02 06:00:00,25.0,33.4,7.6,0.3,67.8,4.5
1034.0,2014-05-02 07:00:00,22.0,37.6,3.3,0.3,78.4,4.1
1034.0,2014-05-02 08:00:00,16.0,39.5,2.0,0.2,97.9,2.4
1034.0,2014-05-02 09:00:00,13.0,45.9,2.0,0.2,97.5,2.8
1034.0,2014-05-02 10:00:00,24.0,77.0,2.0,0.2,93.2,2.0
1034.0,2014-05-02 11:00:00,30.0,78.6,2.0,0.2,94.7,2.0
1034.0,2014-05-02 12:00:00,36.0,63.6,2.0,0.2,101.6,2.0
1034.0,2014-05-02 13:00:00,18.0,44.4,2.0,0.2,106.8,2.0
1034.0,2014-05-02 14:00:00,10.0,28.1,2.0,0.2,113.0,2.0
1034.0,2014-05-02 15:00:00,5.0,27.8,2.0,0.2,117.5,2.1
1034.0,2014-05-02 16:00:00,21.0,36.1,2.0,0.3,118.8,4.1
1034.0,2014-05-02 17:00:00,19.0,35.6,2.0,0.2,116.8,4.7
1034.0,2014-05-02 18:00:00,19.0,38.9,2.0,0.4,107.2,3.0
1034.0,2014-05-02 19:00:00,14.0,65.1,2.0,0.2,104.0,2.1
1034.0,2014-05-02 20:00:00,39.0,196.4,2.0,0.2,96.0,3.3
1034.0,2014-05-02 21:00:00,12.0,41.1,4.2,0.2,88.6,3.3
1034.0,2014-05-02 22:00:00,16.0,48.9,22.1,0.3,62.4,3.6
1034.0,2014-05-02 23:00:00,12.0,36.9,29.2,0.3,43.1,3.6
1034.0,2014-05-03 00:00:00,17.0,38.0,52.3,0.3,10.4,5.8
1034.0,2014-05-03 01:00:00,88.0,102.6,64.6,0.5,2.0,6.6
1034.0,2014-05-03 02:00:00,76.0,89.6,62.9,0.4,2.0,5.9
1034.0,2014-05-03 03:00:00,68.0,76.5,51.5,0.5,2.0,5.3
1034.0,2014-05-03 04:00:00,37.0,49.6,49.0,0.4,2.0,5.1
1034.0,2014-05-03 05:00:00,39.0,59.3,42.2,0.5,2.0,7.7
1034.0,2014-05-03 06:00:00,44.0,64.8,52.7,0.5,2.0,5.7
1034.0,2014-05-03 07:00:00,51.0,91.5,47.5,0.4,21.3,12.7
1034.0,2014-05-03 08:00:00,52.0,100.6,31.8,0.4,40.1,33.5
1034.0,2014-05-03 09:00:00,52.0,99.0,21.1,0.4,55.7,43.7
1034.0,2014-05-03 10:00:00,55.0,94.5,20.1,0.5,61.4,43.9
1034.0,2014-05-03 11:00:00,62.0,108.0,21.1,0.6,70.4,42.6
1034.0,2014-05-03 12:00:00,63.0,113.6,19.8,0.5,87.9,35.9
1034.0,2014-05-03 13:00:00,58.0,99.8,12.3,0.4,107.8,29.0
1034.0,2014-05-03 14:00:00,51.0,109.4,7.1,0.4,122.2,26.2
1034.0,2014-05-03 15:00:00,53.0,114.1,7.7,0.4,118.5,30.2
1034.0,2014-05-03 16:00:00,54.0,149.9,7.7,0.4,116.8,22.7
1034.0,2014-05-03 17:00:00,39.0,98.7,2.0,0.3,121.6,12.6
1034.0,2014-05-03 18:00:00,37.0,90.9,5.1,0.3,110.8,11.6
1034.0,2014-05-03 19:00:00,48.0,237.5,2.0,0.2,102.9,6.7
1034.0,2014-05-03 20:00:00,99.0,636.5,2.0,0.2,95.3,2.6
1034.0,2014-05-03 21:00:00,93.0,637.5,2.0,0.2,94.5,2.2
1034.0,2014-05-03 22:00:00,112.0,735.7,2.0,0.2,89.8,2.9
1034.0,2014-05-03 23:00:00,37.0,217.1,2.0,0.2,87.3,5.0
1034.0,2014-05-04 00:00:00,45.0,150.8,2.0,0.3,89.6,2.9
1034.0,2014-05-04 01:00:00,40.0,120.6,2.0,0.3,84.1,3.1
1034.0,2014-05-04 02:00:00,35.0,90.1,2.0,0.3,77.7,2.7
1034.0,2014-05-04 03:00:00,29.0,61.8,2.0,0.3,79.1,2.0
1034.0,2014-05-04 04:00:00,28.0,47.2,2.0,0.3,88.6,2.0
1034.0,2014-05-04 05:00:00,28.0,39.9,2.0,0.3,84.0,2.0
1034.0,2014-05-04 06:00:00,27.0,51.7,12.8,0.3,62.0,2.3
1034.0,2014-05-04 07:00:00,32.0,50.5,24.5,0.4,47.3,4.0
1034.0,2014-05-04 08:00:00,39.0,57.8,20.9,0.4,51.7,6.6
1034.0,2014-05-04 09:00:00,40.0,56.6,12.6,0.4,64.6,5.4
1034.0,2014-05-04 10:00:00,36.0,64.8,2.0,0.3,85.6,4.1
1034.0,2014-05-04 11:00:00,39.0,125.1,2.0,0.2,95.4,2.1
1034.0,2014-05-04 12:00:00,23.0,97.7,2.0,0.2,98.4,2.0
1034.0,2014-05-04 13:00:00,20.0,79.5,2.0,0.2,99.1,2.0
1034.0,2014-05-04 14:00:00,25.0,129.1,2.0,0.2,99.9,2.0
1034.0,2014-05-04 15:00:00,27.0,146.9,2.0,0.2,100.5,2.0
1034.0,2014-05-04 16:00:00,23.0,147.2,2.0,0.2,100.7,2.0
1034.0,2014-05-04 17:00:00,19.0,100.4,2.0,0.2,98.0,2.0
1034.0,2014-05-04 18:00:00,17.0,59.0,2.0,0.2,96.2,2.0
1034.0,2014-05-04 19:00:00,10.0,46.6,2.0,0.2,93.1,2.0
1034.0,2014-05-04 20:00:00,13.0,53.3,2.0,0.2,89.8,2.0
